team1_rush_att,team1_rush_yds,team1_rush_tds,team1_pass_cmp,team1_pass_att,team1_pass_cmp_pct,team1_pass_yds,team1_pass_tds,team1_pass_int,team1_passer_rating,team1_net_pass_yds,team1_total_yds,team1_times_sacked,team1_yds_sacked_for,team1_fumbles,team1_fumbles_lost,team1_turnovers,team1_penalties,team1_penalty_yds,team1_first_downs,team1_third_down_conv,team1_third_down_att,team1_third_down_conv_pct,team1_fourth_down_conv,team1_fourth_down_att,team1_fourth_down_conv_pct,team1_time_of_possession,team2_rush_att,team2_rush_yds,team2_rush_tds,team2_pass_cmp,team2_pass_att,team2_pass_cmp_pct,team2_pass_yds,team2_pass_tds,team2_pass_int,team2_passer_rating,team2_net_pass_yds,team2_total_yds,team2_times_sacked,team2_yds_sacked_for,team2_fumbles,team2_fumbles_lost,team2_turnovers,team2_penalties,team2_penalty_yds,team2_first_downs,team2_third_down_conv,team2_third_down_att,team2_third_down_conv_pct,team2_fourth_down_conv,team2_fourth_down_att,team2_fourth_down_conv_pct,team2_time_of_possession,team1_win
20,100,0,25,40,0.625,236,1,3,55.833,208,308,6,28,4,2,5,9,60,18,4,13,0.308,0,1,0.0,1818,30,72,0,18,34,0.5294117647058824,190,1,0,79.289,188,260,1,2,1,1,1,8,101,13,5,17,0.294,0,1,0.0,1782,0
22,91,0,21,33,0.6363636363636364,168,1,1,73.801,152,243,3,16,1,1,2,3,20,16,8,15,0.533,0,0,0.0,1584,31,124,1,21,35,0.6,252,1,1,79.702,252,376,0,0,0,0,1,7,55,18,9,17,0.529,0,0,0.0,2016,0
27,90,0,17,26,0.6538461538461539,196,2,2,81.571,171,261,3,25,2,1,3,5,29,17,3,10,0.3,1,2,0.5,1776,26,65,1,27,36,0.75,272,3,2,100.694,272,337,1,0,1,1,3,3,61,24,6,10,0.6,0,1,0.0,1824,0
14,36,0,24,31,0.7741935483870968,197,0,2,66.196,180,216,2,17,1,1,3,10,106,14,2,7,0.286,0,0,0.0,1300,45,189,2,15,24,0.625,184,1,0,100.0,184,373,1,0,2,0,0,1,26,25,6,15,0.4,2,3,0.667,2300,0
25,89,0,24,36,0.6666666666666666,199,1,0,89.931,165,254,6,34,1,0,0,7,35,19,6,17,0.353,1,1,1.0,2028,27,107,1,19,31,0.6129032258064516,235,1,0,95.497,230,337,1,5,1,1,1,5,45,19,3,10,0.3,1,1,1.0,1572,0
28,143,2,31,49,0.6326530612244898,277,1,1,76.658,270,413,1,7,0,0,1,12,120,28,3,13,0.231,3,5,0.6,2182,21,80,0,25,39,0.6410256410256411,252,2,0,99.519,244,324,1,8,2,1,1,10,68,20,6,11,0.545,0,0,0.0,1787,1
31,149,0,14,31,0.45161290322580644,219,1,1,66.465,201,350,3,18,0,0,1,13,100,20,3,12,0.25,1,1,1.0,1953,18,80,0,19,38,0.5,177,0,0,63.158,154,234,3,23,2,0,0,8,94,15,2,13,0.154,1,3,0.333,1647,1
27,180,1,7,11,0.6363636363636364,70,0,1,43.75,48,228,3,22,1,0,1,7,50,11,1,7,0.143,0,1,0.0,1365,38,203,1,19,25,0.76,234,2,0,131.083,211,414,3,23,3,1,1,3,25,26,5,9,0.556,0,0,0.0,2235,0
24,101,0,26,40,0.65,317,4,0,122.604,313,414,1,4,0,0,0,8,49,23,5,13,0.385,2,3,0.667,1894,27,80,1,12,24,0.5,123,0,2,30.382,107,187,2,16,3,2,4,9,87,12,4,12,0.333,1,1,1.0,1706,1
11,62,0,27,46,0.5869565217391305,221,1,3,51.087,202,264,2,19,1,0,3,5,25,20,4,12,0.333,0,0,0.0,1426,34,163,2,26,31,0.8387096774193549,333,1,1,108.737,323,486,3,10,1,0,1,8,60,25,7,13,0.538,0,0,0.0,2174,0
38,171,1,21,31,0.6774193548387096,220,2,0,109.61,205,376,2,15,0,0,0,5,24,22,6,16,0.375,3,4,0.75,2169,22,104,2,20,32,0.625,207,0,0,81.12,204,308,1,3,2,1,1,5,25,20,1,9,0.111,0,0,0.0,1431,1
23,115,0,42,63,0.6666666666666666,400,2,0,94.676,382,497,4,18,4,1,1,7,52,31,11,18,0.611,2,3,0.667,2440,17,41,2,13,20,0.65,186,1,0,111.667,171,212,2,15,0,0,0,4,20,15,3,8,0.375,0,0,0.0,1160,0
22,84,1,25,41,0.6097560975609756,353,1,2,76.575,342,426,1,11,3,1,3,7,58,19,5,13,0.385,0,0,0.0,1790,31,145,0,12,25,0.48,170,1,0,83.75,148,293,3,22,0,0,0,4,40,12,4,14,0.286,0,1,0.0,1810,0
40,281,2,8,17,0.47058823529411764,106,0,2,27.696,82,363,5,24,2,0,2,6,32,17,6,14,0.429,0,0,0.0,1882,24,92,1,20,32,0.625,245,1,2,70.443,237,329,1,8,3,0,2,3,25,17,3,12,0.25,1,1,1.0,1718,1
28,69,0,23,36,0.6388888888888888,275,3,0,114.931,261,330,2,14,2,1,1,5,30,20,7,14,0.5,0,1,0.0,1944,20,76,0,28,52,0.5384615384615384,285,0,2,53.766,252,328,4,33,3,2,4,4,55,19,7,18,0.389,0,3,0.0,1656,1
27,82,0,27,37,0.7297297297297297,222,2,0,105.912,177,259,5,45,2,1,1,4,34,19,6,15,0.4,1,3,0.333,2012,23,58,1,20,36,0.5555555555555556,262,1,1,76.389,257,315,1,5,2,1,2,6,45,20,3,10,0.3,1,2,0.5,1588,1
25,123,2,24,41,0.5853658536585366,260,2,0,93.547,250,373,1,10,2,1,1,3,15,30,2,9,0.222,1,2,0.5,1556,35,139,2,25,41,0.6097560975609756,277,1,1,79.014,277,416,0,0,0,0,1,7,59,23,3,16,0.188,4,6,0.667,2044,1
28,145,3,22,32,0.6875,321,0,3,62.109,302,447,3,19,3,1,4,3,16,22,2,9,0.222,1,2,0.5,1764,26,188,1,18,29,0.6206896551724138,218,4,1,110.345,206,394,4,12,1,1,2,2,10,19,5,11,0.455,0,0,0.0,1836,0
19,96,0,27,45,0.6,307,2,1,86.065,300,396,1,7,1,0,1,6,44,24,1,12,0.083,3,3,1.0,1845,27,109,2,19,27,0.7037037037037037,264,1,1,98.38,252,361,1,12,1,0,1,7,85,19,5,10,0.5,0,1,0.0,1755,0
22,87,1,25,43,0.5813953488372093,211,0,0,70.979,153,240,9,58,2,1,1,4,48,20,6,17,0.353,0,2,0.0,1974,30,72,0,22,35,0.6285714285714286,340,3,0,123.512,328,400,3,12,1,0,0,5,52,21,5,15,0.333,2,3,0.667,1626,0
36,151,1,28,39,0.717948717948718,262,3,0,115.545,262,413,0,0,0,0,0,2,10,25,8,15,0.533,2,3,0.667,2307,12,26,0,25,45,0.5555555555555556,297,1,1,74.028,286,312,1,11,1,1,2,7,54,16,5,13,0.385,0,2,0.0,1293,1
23,112,0,32,44,0.7272727272727273,325,2,1,99.148,308,420,2,17,0,0,1,6,47,23,9,17,0.529,2,3,0.667,1906,31,179,2,13,20,0.65,229,1,1,99.792,207,386,3,22,2,1,2,2,15,24,4,7,0.571,0,0,0.0,1694,0
21,70,0,37,58,0.6379310344827587,314,0,0,77.802,295,365,2,19,1,0,0,6,50,23,6,18,0.333,4,5,0.8,2036,20,100,2,18,25,0.72,249,0,0,103.583,239,339,1,10,1,1,1,6,35,15,3,8,0.375,0,0,0.0,1564,0
25,67,0,27,35,0.7714285714285715,255,2,1,103.869,248,315,1,7,2,1,2,8,65,14,6,15,0.4,0,0,0.0,2005,14,34,0,31,42,0.7380952380952381,271,1,0,98.413,251,285,3,20,3,2,2,6,40,19,2,11,0.182,1,1,1.0,1595,1
33,101,1,20,33,0.6060606060606061,184,0,0,75.821,160,261,4,24,2,0,0,5,30,14,6,19,0.316,0,0,0.0,2069,19,88,0,18,29,0.6206896551724138,211,1,1,81.25,179,267,4,32,3,2,3,7,40,13,1,10,0.1,0,0,0.0,1531,1
30,176,1,21,31,0.6774193548387096,215,1,0,98.185,215,391,0,0,0,0,0,8,70,23,5,13,0.385,1,1,1.0,1962,25,167,1,20,37,0.5405405405405406,196,0,1,57.939,169,336,5,27,0,0,1,8,57,22,3,11,0.273,0,1,0.0,1638,1
30,67,1,21,32,0.65625,310,2,0,117.969,304,371,1,6,0,0,0,6,74,16,8,15,0.533,0,1,0.0,1895,22,85,0,22,37,0.5945945945945946,303,1,2,72.241,293,378,1,10,0,0,2,6,41,20,2,10,0.2,0,1,0.0,1705,1
25,81,1,26,39,0.6666666666666666,286,1,1,86.058,263,344,3,23,0,0,1,5,35,23,5,14,0.357,1,1,1.0,1933,27,111,2,20,28,0.7142857142857143,236,1,0,108.631,227,338,2,9,2,2,2,10,102,19,4,10,0.4,1,1,1.0,1667,1
35,177,2,21,35,0.6,234,0,1,68.036,226,403,1,8,1,1,2,7,51,22,5,14,0.357,2,3,0.667,2144,35,202,2,7,19,0.3684210526315789,139,0,1,41.338,131,333,1,8,1,0,1,1,15,19,3,9,0.333,0,0,0.0,1456,0
25,125,1,19,36,0.5277777777777778,213,1,1,68.403,201,326,1,12,2,1,2,4,31,22,4,11,0.364,1,1,1.0,1310,33,162,1,20,29,0.6896551724137931,144,1,2,63.003,134,296,2,10,0,0,2,9,70,22,6,13,0.462,1,2,0.5,2290,1
32,149,0,11,22,0.5,174,0,0,76.705,155,304,6,19,6,3,3,5,65,16,5,15,0.333,0,0,0.0,1723,44,262,2,9,16,0.5625,82,0,1,44.271,71,333,1,11,2,1,2,7,55,21,6,14,0.429,0,0,0.0,1877,0
23,38,0,27,37,0.7297297297297297,356,2,1,109.741,327,365,3,29,3,2,3,7,50,21,7,13,0.538,0,0,0.0,2037,28,127,1,17,21,0.8095238095238095,137,2,0,125.595,116,243,3,21,0,0,0,6,40,19,5,12,0.417,0,0,0.0,1563,0
27,142,0,25,42,0.5952380952380952,170,1,2,56.647,155,297,2,15,1,0,2,11,136,17,5,15,0.333,0,2,0.0,1986,29,62,0,15,27,0.5555555555555556,223,2,0,107.485,217,279,1,6,0,0,0,4,20,15,5,15,0.333,0,0,0.0,1614,0
33,235,3,23,30,0.7666666666666667,320,2,0,132.639,320,555,0,0,1,1,1,11,76,27,9,12,0.75,0,0,0.0,1986,25,145,2,27,40,0.675,384,4,1,121.25,375,520,1,9,1,1,2,8,59,27,4,10,0.4,3,3,1.0,1614,1
27,81,2,27,39,0.6923076923076923,340,2,0,113.194,338,419,1,2,2,1,1,6,61,22,8,16,0.5,1,2,0.5,1899,14,131,1,26,35,0.7428571428571429,246,2,2,88.512,215,346,4,31,1,0,2,9,67,16,4,12,0.333,0,2,0.0,1701,1
19,71,0,11,23,0.4782608695652174,174,2,1,84.33,148,219,4,26,5,4,5,4,38,13,2,7,0.286,0,1,0.0,1209,50,210,4,16,25,0.64,204,0,1,72.75,191,401,2,13,1,0,1,3,20,25,4,15,0.267,3,5,0.6,2391,0
31,119,2,17,26,0.6538461538461539,204,0,4,49.679,178,297,3,26,2,0,4,8,55,20,6,12,0.5,1,1,1.0,1801,29,98,1,19,37,0.5135135135135135,254,2,2,68.975,250,348,1,4,1,0,2,7,64,19,6,15,0.4,1,1,1.0,1799,0
37,132,1,23,32,0.71875,207,2,1,96.745,206,338,1,1,2,0,1,7,61,20,6,15,0.4,0,2,0.0,2315,13,40,0,22,36,0.6111111111111112,197,1,2,61.921,180,220,2,17,2,1,3,6,76,11,2,10,0.2,1,3,0.333,1285,1
20,85,1,17,25,0.68,237,2,0,124.917,214,299,3,23,1,1,1,7,50,12,3,11,0.273,1,2,0.5,1508,38,212,2,21,34,0.6176470588235294,188,0,0,76.593,173,385,2,15,0,0,0,4,25,25,7,14,0.5,0,0,0.0,2092,0
35,199,1,21,35,0.6,251,2,1,89.107,244,443,1,7,2,1,2,4,40,24,6,14,0.429,1,1,1.0,2209,33,167,1,15,21,0.7142857142857143,136,1,0,104.464,104,271,4,32,1,1,1,7,75,17,3,11,0.273,0,0,0.0,1991,1
6,3,1,39,52,0.75,385,3,0,114.663,373,376,1,12,2,2,2,5,40,27,6,10,0.6,0,0,0.0,1282,37,189,2,23,37,0.6216216216216216,249,3,1,97.691,228,417,3,21,0,0,1,4,32,27,12,17,0.706,0,1,0.0,2318,0
22,88,1,16,27,0.5925925925925926,239,1,0,100.694,239,327,0,0,1,0,0,4,25,13,5,12,0.417,0,1,0.0,1526,18,57,0,32,48,0.6666666666666666,254,0,1,71.007,200,257,7,54,1,1,2,1,5,21,5,15,0.333,2,2,1.0,2074,1
28,125,0,21,39,0.5384615384615384,274,0,2,54.861,250,375,4,24,2,0,2,7,49,18,2,15,0.133,1,2,0.5,1959,26,106,0,26,41,0.6341463414634146,251,0,2,60.112,200,306,6,51,4,0,2,8,64,19,4,16,0.25,0,0,0.0,2088,0
20,94,0,25,39,0.6410256410256411,222,2,0,96.314,207,301,2,15,2,0,0,7,37,22,4,10,0.4,0,1,0.0,1669,31,125,3,21,27,0.7777777777777778,217,0,0,100.154,213,338,1,4,1,0,0,6,63,24,6,11,0.545,0,1,0.0,1931,0
23,69,1,35,52,0.6730769230769231,351,1,0,92.708,351,420,0,0,0,0,0,6,45,26,9,16,0.562,0,1,0.0,1766,31,151,1,14,25,0.56,147,1,0,86.583,110,261,5,37,1,0,0,6,55,19,6,14,0.429,1,1,1.0,1834,1
18,120,1,22,36,0.6111111111111112,432,4,1,128.472,432,552,0,0,1,1,2,5,28,21,5,9,0.556,0,0,0.0,1432,17,54,0,34,52,0.6538461538461539,327,0,1,74.76,310,364,3,17,1,1,2,6,54,23,5,15,0.333,0,3,0.0,2168,1
24,78,1,15,21,0.7142857142857143,208,1,0,118.75,193,271,2,15,3,1,1,6,40,14,4,10,0.4,1,1,1.0,1396,31,117,3,33,42,0.7857142857142857,319,1,1,96.329,312,429,1,7,1,0,1,7,70,29,12,15,0.8,0,0,0.0,2204,0
31,213,3,21,34,0.6176470588235294,230,1,1,79.289,230,443,0,0,0,0,1,6,65,27,4,10,0.4,0,1,0.0,1802,34,238,2,22,34,0.6470588235294118,228,1,0,93.75,227,465,1,1,0,0,0,4,17,26,3,10,0.3,0,2,0.0,1798,0
27,101,0,19,35,0.5428571428571428,229,0,1,62.679,211,312,2,18,1,1,2,7,82,17,4,12,0.333,0,6,0.0,1711,35,176,0,17,21,0.8095238095238095,188,1,1,100.0,188,364,0,0,1,0,1,6,46,22,3,9,0.333,0,0,0.0,1889,0
26,136,0,25,47,0.5319148936170213,286,0,2,54.034,286,422,0,0,0,0,2,6,48,22,6,14,0.429,0,3,0.0,1693,31,116,1,16,24,0.6666666666666666,140,0,0,81.944,132,248,1,8,0,0,0,4,25,15,5,13,0.385,0,0,0.0,1907,0
33,135,5,14,21,0.6666666666666666,210,0,0,99.306,187,322,2,23,0,0,0,5,105,21,5,11,0.455,0,1,0.0,1858,26,137,2,19,34,0.5588235294117647,166,0,1,56.74,158,295,2,8,1,1,2,11,102,19,4,11,0.364,0,2,0.0,1742,1
21,151,1,16,25,0.64,268,3,0,139.667,245,396,3,23,2,1,1,12,85,15,1,9,0.111,0,1,0.0,1345,48,235,3,17,25,0.68,209,2,1,103.583,203,438,1,6,2,1,2,6,57,26,8,14,0.571,0,0,0.0,2255,0
17,43,0,25,38,0.6578947368421053,359,2,1,102.851,342,385,3,17,3,0,1,9,71,17,1,11,0.091,1,2,0.5,1640,32,105,2,15,25,0.6,181,1,0,95.583,136,241,5,45,0,0,0,8,69,15,4,14,0.286,1,1,1.0,1960,0
29,153,2,18,30,0.6,253,2,0,109.444,244,397,2,9,2,1,1,9,50,22,7,12,0.583,0,0,0.0,1818,17,64,1,25,42,0.5952380952380952,275,0,1,69.048,244,308,6,31,2,0,1,5,33,15,3,15,0.2,3,5,0.6,1782,1
26,124,1,28,42,0.6666666666666666,250,1,1,80.456,239,363,1,11,0,0,1,2,15,23,8,14,0.571,1,1,1.0,1521,33,139,2,26,36,0.7222222222222222,239,0,0,89.931,218,357,2,21,1,0,0,3,30,24,6,13,0.462,1,1,1.0,2079,0
34,163,1,10,16,0.625,102,0,0,80.729,76,239,3,26,2,0,0,5,42,10,5,15,0.333,0,0,0.0,1770,15,38,0,29,44,0.6590909090909091,320,1,1,85.417,285,323,5,35,2,2,3,3,25,14,6,17,0.353,1,1,1.0,1830,1
21,101,1,24,35,0.6857142857142857,217,1,1,82.679,190,291,3,27,0,0,1,4,20,20,4,10,0.4,0,1,0.0,1801,28,155,0,19,32,0.59375,174,1,1,71.615,170,325,1,4,1,0,1,6,48,22,5,11,0.455,0,1,0.0,1799,0
24,155,1,19,30,0.6333333333333333,241,2,0,110.556,223,378,2,18,1,0,0,11,99,18,5,12,0.417,1,2,0.5,1733,23,103,0,29,43,0.6744186046511628,292,4,0,117.587,265,368,3,27,0,0,0,5,72,29,7,12,0.583,0,0,0.0,1867,0
37,237,0,14,27,0.5185185185185185,190,1,1,71.528,154,391,5,36,2,1,2,4,42,20,5,13,0.385,1,4,0.25,1932,28,128,1,12,22,0.5454545454545454,99,0,0,66.288,86,214,3,13,1,0,0,7,36,14,2,11,0.182,0,0,0.0,1668,0
16,50,0,29,41,0.7073170731707317,296,2,2,87.043,296,346,0,0,1,1,3,5,30,21,3,8,0.375,0,1,0.0,1595,40,168,1,13,14,0.9285714285714286,129,2,0,144.643,121,289,2,8,1,0,0,5,40,18,9,14,0.643,0,0,0.0,2005,0
14,75,1,28,37,0.7567567567567568,300,3,0,125.957,273,348,3,27,1,1,1,3,30,21,6,10,0.6,0,0,0.0,1666,34,228,1,19,36,0.5277777777777778,178,1,0,75.926,171,399,1,7,0,0,0,4,34,22,8,17,0.471,0,1,0.0,1934,1
18,70,0,21,45,0.4666666666666667,266,1,2,54.491,258,328,4,8,3,2,4,7,63,16,4,15,0.267,3,5,0.6,1495,29,98,3,24,34,0.7058823529411765,309,2,0,118.382,301,399,2,8,1,1,1,12,92,20,7,14,0.5,0,0,0.0,2105,0
16,45,1,42,58,0.7241379310344828,389,3,0,107.615,389,434,0,0,2,0,0,7,52,29,10,15,0.667,0,0,0.0,1729,33,243,3,20,22,0.9090909090909091,165,1,0,113.068,136,379,4,29,2,1,1,4,44,25,5,10,0.5,1,2,0.5,1871,1
20,60,0,28,45,0.6222222222222222,254,1,0,84.861,218,278,4,36,2,1,1,7,42,15,4,16,0.25,1,4,0.25,1872,33,179,2,10,18,0.5555555555555556,110,0,0,73.843,99,278,2,11,0,0,0,7,79,14,1,11,0.091,0,0,0.0,1728,0
17,78,1,20,30,0.6666666666666666,175,2,0,104.167,156,234,3,19,1,0,0,2,20,11,2,12,0.167,0,0,0.0,1471,20,73,0,30,47,0.6382978723404256,418,2,2,88.785,385,458,6,33,2,1,3,10,97,23,4,14,0.286,1,2,0.5,2129,1
31,83,1,19,27,0.7037037037037037,173,2,0,112.114,155,238,4,18,1,1,1,3,25,18,7,14,0.5,0,0,0.0,1912,24,211,1,17,32,0.53125,210,1,1,71.094,195,406,2,15,2,1,2,10,74,23,4,10,0.4,0,0,0.0,1688,1
26,75,0,25,40,0.625,243,1,0,87.812,229,304,2,14,1,0,0,6,42,20,4,14,0.286,2,2,1.0,1801,29,77,0,20,30,0.6666666666666666,211,2,0,109.167,193,270,2,18,1,0,0,7,45,15,7,15,0.467,1,1,1.0,1799,0
21,93,0,13,21,0.6190476190476191,119,0,1,57.44,110,203,2,9,0,0,1,3,30,8,2,10,0.2,0,0,0.0,1375,29,111,2,26,33,0.7878787878787878,253,1,1,96.086,249,360,1,4,0,0,1,7,49,22,6,12,0.5,0,0,0.0,2225,0
30,136,1,20,31,0.6451612903225806,197,0,0,82.325,160,296,5,37,2,1,1,6,44,19,4,14,0.286,0,1,0.0,1756,28,144,0,23,37,0.6216216216216216,222,0,1,67.624,171,315,6,51,3,1,2,6,53,15,4,16,0.25,1,5,0.2,1844,1
31,125,0,27,40,0.675,329,3,0,117.604,318,443,1,11,1,1,1,7,35,26,4,11,0.364,1,3,0.333,1888,18,68,0,25,40,0.625,338,2,2,85.208,319,387,3,19,1,0,2,5,58,23,4,11,0.364,1,1,1.0,1712,1
26,134,1,18,38,0.47368421052631576,181,1,3,37.281,181,315,0,0,0,0,3,10,72,21,4,10,0.4,0,1,0.0,1530,39,136,1,15,25,0.6,155,2,0,104.583,132,268,4,23,1,0,0,2,10,22,6,14,0.429,1,1,1.0,2070,0
23,98,0,15,28,0.5357142857142857,188,1,0,86.607,160,258,4,28,3,1,1,10,151,13,4,14,0.286,0,0,0.0,1713,24,73,1,37,57,0.6491228070175439,238,0,1,66.265,224,297,2,14,0,0,1,9,89,24,11,22,0.5,1,3,0.333,2329,0
22,85,0,32,49,0.6530612244897959,409,4,3,92.985,409,494,0,0,0,0,3,8,49,25,6,13,0.462,1,1,1.0,1742,29,137,2,20,29,0.6896551724137931,204,1,0,100.359,189,326,2,15,2,0,0,4,20,21,3,10,0.3,1,1,1.0,1858,0
