team1_rush_att,team1_rush_yds,team1_rush_tds,team1_pass_cmp,team1_pass_att,team1_pass_cmp_pct,team1_pass_tds,team1_passer_rating,team1_net_pass_yds,team1_total_yds,team1_times_sacked,team1_fumbles,team1_penalties,team1_penalty_yds,team1_first_downs,team1_third_down_conv,team1_third_down_att,team1_third_down_conv_pct,team1_fourth_down_conv,team1_fourth_down_att,team1_fourth_down_conv_pct,team1_time_of_possession,team2_rush_att,team2_rush_tds,team2_pass_cmp,team2_pass_att,team2_pass_cmp_pct,team2_pass_tds,team2_passer_rating,team2_times_sacked,team2_fumbles,team2_penalties,team2_penalty_yds,team2_first_downs,team2_third_down_conv,team2_third_down_att,team2_third_down_conv_pct,team2_fourth_down_conv,team2_fourth_down_att,team2_fourth_down_conv_pct,team2_time_of_possession,team1_win
26,107,1,23,39,0.59,3,93.109,316,423,7,4,2,13,25,9,16,0.562,0,1,0.0,1933,20,1,18,45,0.4,1,44.676,4,0,7,34,16,4,16,0.25,1,2,0.5,1667,1
16,61,1,32,40,0.8,2,111.562,271,332,0,1,3,12,21,4,10,0.4,1,2,0.5,1584,30,2,24,35,0.686,2,114.107,3,1,5,45,28,7,13,0.538,2,2,1.0,2016,0
18,51,1,23,32,0.719,1,99.609,183,234,4,2,7,42,18,7,13,0.538,0,0,0.0,1654,35,0,17,29,0.586,2,92.026,2,2,4,36,23,3,11,0.273,2,3,0.667,1946,1
35,128,1,25,33,0.758,4,143.308,297,425,1,0,2,15,26,7,13,0.538,2,2,1.0,2130,12,0,35,66,0.53,2,72.222,2,2,3,34,24,10,18,0.556,1,3,0.333,1470,1
19,144,1,24,39,0.615,1,74.412,205,349,2,1,5,40,20,7,13,0.538,0,0,0.0,1499,30,0,27,37,0.73,3,114.471,0,0,3,30,23,6,12,0.5,0,0,0.0,2101,0
44,268,3,16,24,0.667,2,112.153,148,416,1,1,5,25,26,10,14,0.714,0,0,0.0,2143,20,1,15,27,0.556,0,53.781,5,1,1,5,13,5,13,0.385,1,3,0.333,1457,1
34,172,1,23,36,0.639,2,101.852,240,412,1,0,2,9,30,6,10,0.6,0,0,0.0,2034,19,1,25,42,0.595,0,68.056,1,0,8,60,18,4,12,0.333,2,3,0.667,1566,1
32,113,1,19,29,0.655,0,87.428,199,312,2,1,3,30,21,7,14,0.5,0,0,0.0,1973,22,0,23,37,0.622,1,63.57,1,0,7,50,15,5,15,0.333,2,2,1.0,1627,1
24,81,1,11,18,0.611,0,75.463,83,164,3,3,11,81,11,2,8,0.25,0,2,0.0,1354,44,4,15,25,0.6,0,72.25,1,0,4,34,25,5,15,0.333,3,3,1.0,2246,0
17,71,1,26,41,0.634,1,70.173,238,309,5,0,9,71,18,6,14,0.429,1,1,1.0,1629,20,0,29,43,0.674,2,105.378,3,2,4,55,23,7,14,0.5,1,1,1.0,1971,0
