team1_rush_att,team1_rush_yds,team1_rush_tds,team1_pass_cmp,team1_pass_att,team1_pass_cmp_pct,team1_pass_tds,team1_passer_rating,team1_net_pass_yds,team1_total_yds,team1_times_sacked,team1_fumbles,team1_penalties,team1_penalty_yds,team1_first_downs,team1_third_down_conv,team1_third_down_att,team1_third_down_conv_pct,team1_fourth_down_conv,team1_fourth_down_att,team1_fourth_down_conv_pct,team1_time_of_possession,team2_rush_att,team2_rush_tds,team2_pass_cmp,team2_pass_att,team2_pass_cmp_pct,team2_pass_tds,team2_passer_rating,team2_times_sacked,team2_fumbles,team2_penalties,team2_penalty_yds,team2_first_downs,team2_third_down_conv,team2_third_down_att,team2_third_down_conv_pct,team2_fourth_down_conv,team2_fourth_down_att,team2_fourth_down_conv_pct,team2_time_of_possession,team1_win
39,171,0,15,21,0.714,5,131.151,151,322,0,0,6,36,22,5,10,0.5,2,2,1.0,2076,15,0,20,35,0.571,0,49.821,2,1,5,33,14,1,10,0.1,2,3,0.667,1524,1
30,125,0,29,39,0.744,1,102.618,268,393,1,4,8,84,24,11,16,0.688,0,0,0.0,2203,23,1,16,27,0.593,1,79.552,2,0,5,28,16,4,11,0.364,0,0,0.0,1397,0
26,134,2,29,40,0.725,0,74.583,188,322,3,1,3,35,24,5,11,0.455,0,4,0.0,2114,23,1,20,26,0.769,3,156.09,1,0,4,36,18,6,11,0.545,1,1,1.0,1486,0
21,82,2,34,56,0.607,2,89.509,409,491,3,1,10,62,26,7,15,0.467,0,1,0.0,2048,34,2,19,30,0.633,1,98.611,3,4,5,71,20,3,12,0.25,1,2,0.5,1934,1
22,87,1,34,46,0.739,2,99.547,320,407,1,0,9,80,25,4,13,0.308,2,2,1.0,1696,28,1,22,32,0.688,1,102.214,4,0,11,81,21,4,12,0.333,0,0,0.0,1904,1
30,143,3,17,33,0.515,2,75.189,171,314,1,2,6,53,21,7,13,0.538,1,1,1.0,1706,20,0,25,44,0.568,0,57.197,6,3,9,83,13,8,18,0.444,0,4,0.0,1894,1
17,48,1,11,22,0.5,0,26.894,80,128,4,0,11,115,6,2,11,0.182,0,2,0.0,1288,33,1,26,38,0.684,2,99.123,2,1,5,49,28,8,15,0.533,0,0,0.0,2312,0
34,123,0,15,24,0.625,1,70.833,83,206,3,1,8,70,16,6,15,0.4,0,1,0.0,1881,20,0,19,30,0.633,2,66.25,5,1,4,57,14,6,13,0.462,0,1,0.0,1719,1
34,156,3,19,21,0.905,1,104.96,199,355,2,3,5,62,22,4,9,0.444,0,0,0.0,2105,28,1,18,29,0.621,2,95.043,1,2,9,78,17,8,14,0.571,0,0,0.0,1495,1
26,109,0,22,36,0.611,1,70.602,245,354,3,0,3,25,22,5,11,0.455,0,1,0.0,1892,29,1,19,30,0.633,2,101.806,1,2,2,15,21,3,9,0.333,0,1,0.0,1708,0
30,96,0,26,34,0.765,2,125.613,302,398,3,0,10,101,22,2,11,0.182,2,2,1.0,2332,16,0,14,33,0.424,1,37.184,1,0,7,70,12,4,11,0.364,1,1,1.0,1268,1
24,101,2,22,30,0.733,0,89.028,159,260,3,1,6,54,17,3,12,0.25,0,0,0.0,1672,31,0,19,33,0.576,0,36.995,4,0,8,77,18,5,13,0.385,1,3,0.333,1928,1
38,117,1,22,30,0.733,1,100.556,189,306,0,2,5,60,23,6,14,0.429,1,1,1.0,2094,29,1,12,24,0.5,0,76.736,2,1,8,57,18,5,12,0.417,0,1,0.0,1506,1
25,52,0,28,37,0.757,2,126.182,373,425,2,2,5,40,22,5,13,0.385,1,1,1.0,2062,14,1,27,40,0.675,1,86.979,2,1,5,43,17,5,12,0.417,0,1,0.0,1538,1
21,82,0,24,36,0.667,5,129.167,259,341,3,2,9,83,21,4,12,0.333,1,2,0.5,1589,20,1,35,48,0.729,2,76.736,1,1,6,49,19,6,15,0.4,1,4,0.25,2011,1
27,177,0,22,32,0.688,3,122.396,242,419,1,2,3,16,22,2,10,0.2,0,0,0.0,1688,21,1,29,36,0.806,3,117.593,3,1,5,40,21,3,9,0.333,1,1,1.0,1912,0
31,198,2,23,27,0.852,0,87.809,221,419,2,1,8,76,25,6,10,0.6,0,1,0.0,1743,19,0,31,41,0.756,1,87.246,2,0,12,99,24,5,12,0.417,1,1,1.0,1857,1
18,77,2,22,31,0.71,2,128.831,320,397,3,0,10,100,17,4,12,0.333,0,0,0.0,1362,40,3,27,40,0.675,0,94.479,3,1,5,45,33,6,14,0.429,0,1,0.0,2553,0
18,62,1,24,31,0.774,3,131.519,343,405,0,2,5,46,22,1,6,0.167,0,0,0.0,1441,41,3,18,26,0.692,1,78.846,1,1,8,55,31,6,11,0.545,1,1,1.0,2159,0
31,96,1,22,27,0.815,4,145.602,227,323,3,0,5,50,25,5,9,0.556,0,0,0.0,2005,19,0,26,36,0.722,2,97.685,1,2,9,78,19,4,9,0.444,0,2,0.0,1595,1
17,42,0,19,28,0.679,1,95.536,151,193,4,2,7,51,14,1,9,0.111,0,1,0.0,1455,33,3,23,34,0.676,0,95.711,3,2,8,64,28,5,11,0.455,0,1,0.0,2145,0
20,69,0,27,36,0.75,2,111.227,227,296,3,1,4,28,18,5,13,0.385,0,0,0.0,1689,27,1,24,35,0.686,0,90.893,2,3,8,53,21,7,14,0.5,0,0,0.0,1911,1
33,122,1,33,44,0.75,4,128.883,359,481,0,0,5,30,29,9,15,0.6,0,1,0.0,2137,25,1,14,24,0.583,2,80.556,1,2,5,38,13,2,11,0.182,1,2,0.5,1463,1
13,46,0,6,20,0.3,0,41.25,1,47,9,1,5,49,6,1,11,0.091,0,1,0.0,1226,42,1,19,31,0.613,1,96.976,5,0,7,98,26,8,17,0.471,1,3,0.333,2374,0
24,96,0,14,18,0.778,3,122.917,172,268,0,0,10,89,12,3,9,0.333,0,0,0.0,1478,15,0,38,58,0.655,1,70.905,4,1,10,73,21,9,19,0.474,0,2,0.0,2122,1
18,87,1,19,37,0.514,0,66.723,178,265,2,1,4,66,19,3,12,0.25,2,2,1.0,1554,37,0,18,27,0.667,3,94.213,1,1,4,24,24,6,12,0.5,1,1,1.0,2046,0
30,91,3,28,34,0.824,0,93.137,316,407,0,1,7,58,23,1,9,0.111,2,2,1.0,1974,29,1,22,34,0.647,1,68.137,3,4,4,40,20,2,11,0.182,1,1,1.0,1626,1
27,93,2,22,31,0.71,0,90.39,192,285,2,0,7,35,22,3,10,0.3,0,0,0.0,1953,22,0,16,31,0.516,1,80.981,4,1,6,69,15,1,10,0.1,1,1,1.0,1647,0
22,77,0,26,38,0.684,4,125.0,275,352,1,1,8,50,21,4,11,0.364,1,1,1.0,1649,30,0,27,44,0.614,3,81.629,2,2,6,56,33,6,10,0.6,0,0,0.0,1951,1
38,142,1,13,21,0.619,2,110.813,110,252,3,0,2,15,19,6,13,0.462,0,0,0.0,1968,17,0,30,51,0.588,1,55.188,2,0,4,30,16,7,19,0.368,2,3,0.667,1632,1
37,120,2,19,25,0.76,0,104.583,223,343,2,1,6,50,23,4,11,0.364,0,0,0.0,2147,13,0,19,35,0.543,0,42.56,5,0,9,90,11,4,13,0.308,0,2,0.0,1453,1
35,140,1,26,43,0.605,2,95.688,357,497,3,2,8,104,28,8,15,0.533,0,1,0.0,2327,27,2,32,49,0.653,0,74.787,2,2,8,68,22,6,18,0.333,3,4,0.75,1873,1
18,106,1,23,32,0.719,1,111.198,283,389,2,0,4,35,21,3,8,0.375,0,1,0.0,1447,34,0,30,38,0.789,3,128.399,1,1,4,40,28,9,14,0.643,0,0,0.0,2153,0
13,35,2,41,55,0.745,1,102.992,411,446,3,2,7,41,27,6,13,0.462,1,2,0.5,1790,24,0,27,38,0.711,4,133.991,1,1,1,4,22,10,15,0.667,0,0,0.0,1810,0
25,100,1,23,33,0.697,2,113.321,253,353,1,1,7,87,21,5,11,0.455,0,1,0.0,1808,21,2,25,40,0.625,2,87.188,4,2,4,86,26,7,11,0.636,0,0,0.0,1792,1
41,160,2,21,26,0.808,3,143.269,220,380,4,2,4,37,27,6,12,0.5,1,2,0.5,2098,12,0,25,39,0.641,2,86.058,2,0,13,86,12,4,12,0.333,0,2,0.0,1502,1
22,78,1,25,32,0.781,2,132.812,342,420,1,0,6,38,21,5,9,0.556,0,0,0.0,1875,30,3,17,24,0.708,0,96.528,1,1,2,10,21,6,12,0.5,1,2,0.5,1725,1
28,122,1,23,33,0.697,3,127.083,290,412,1,0,6,85,26,4,9,0.444,1,2,0.5,1757,28,0,25,42,0.595,4,111.508,1,1,7,36,24,10,16,0.625,0,0,0.0,1843,1
40,199,2,21,31,0.677,2,101.008,251,450,1,3,3,30,26,5,12,0.417,1,2,0.5,2295,18,0,11,21,0.524,0,23.413,3,2,10,100,6,1,9,0.111,1,2,0.5,1305,1
34,245,1,14,22,0.636,4,130.303,188,433,0,1,7,50,24,3,9,0.333,1,1,1.0,1584,24,2,26,39,0.667,2,85.524,5,0,6,32,24,4,13,0.308,3,3,1.0,2016,1
39,188,3,11,17,0.647,0,82.721,185,373,1,1,7,61,20,1,8,0.125,1,1,1.0,1723,25,0,24,38,0.632,2,105.044,4,3,4,26,23,4,11,0.364,1,3,0.333,1877,1
23,65,0,20,38,0.526,1,66.009,190,255,2,0,7,42,16,5,16,0.312,1,3,0.333,1468,38,1,15,33,0.455,0,59.533,3,0,7,73,20,7,18,0.389,0,1,0.0,2132,0
33,139,1,24,32,0.75,2,115.104,210,349,2,1,8,86,20,6,15,0.4,1,1,1.0,2229,16,0,20,30,0.667,2,107.5,3,3,5,32,13,3,11,0.273,2,2,1.0,1371,1
19,103,1,32,48,0.667,2,105.122,358,461,3,2,9,49,30,6,12,0.5,1,2,0.5,1748,32,1,24,30,0.8,5,130.972,1,1,7,46,31,9,10,0.9,0,0,0.0,1852,0
39,170,2,19,26,0.731,1,97.436,235,405,0,0,5,35,21,8,13,0.615,0,1,0.0,2251,20,1,28,40,0.7,2,108.542,0,2,3,25,21,4,11,0.364,0,0,0.0,1655,0
37,177,1,30,49,0.612,1,85.247,253,430,7,1,8,98,30,5,19,0.263,2,3,0.667,2442,25,1,21,34,0.618,2,97.304,1,3,6,65,16,6,14,0.429,0,0,0.0,1743,0
40,216,2,24,32,0.75,2,120.312,249,465,3,1,7,63,27,8,13,0.615,0,0,0.0,2110,23,0,26,41,0.634,2,89.482,0,1,5,36,24,6,11,0.545,0,1,0.0,1490,1
28,105,2,16,23,0.696,2,116.033,129,234,3,3,5,27,14,2,10,0.2,0,0,0.0,1700,29,0,23,41,0.561,3,95.783,2,1,8,78,23,2,14,0.143,3,4,0.75,1900,1
17,106,0,19,37,0.514,1,62.669,148,254,5,0,4,25,15,3,14,0.214,0,0,0.0,1613,30,1,22,37,0.595,1,96.227,3,0,6,55,20,7,17,0.412,0,0,0.0,1987,0
33,131,1,20,36,0.556,2,95.602,236,367,3,1,3,25,23,9,15,0.6,0,1,0.0,2081,16,1,26,40,0.65,1,78.333,2,1,5,34,17,4,11,0.364,0,2,0.0,1519,1
30,120,1,22,43,0.512,0,70.785,261,381,1,0,7,74,22,9,19,0.474,0,0,0.0,2035,8,0,33,42,0.786,2,104.365,4,1,8,77,20,2,9,0.222,0,0,0.0,1565,1
18,48,0,21,34,0.618,2,84.926,165,213,4,2,7,58,13,4,13,0.308,1,3,0.333,1518,34,1,25,39,0.641,3,104.861,2,0,7,105,25,4,13,0.308,2,3,0.667,2082,0
25,92,0,21,33,0.636,2,85.795,262,354,2,0,3,20,22,4,10,0.4,0,1,0.0,1617,29,2,25,37,0.676,1,97.241,1,1,5,85,24,2,10,0.2,1,1,1.0,1983,0
29,108,1,33,46,0.717,2,107.337,342,450,0,3,4,66,28,9,14,0.643,1,1,1.0,2154,18,2,19,32,0.594,0,63.542,2,1,7,58,17,5,10,0.5,0,0,0.0,1446,1
22,91,2,22,37,0.595,0,62.669,182,273,2,2,6,60,15,4,13,0.308,0,1,0.0,1497,30,0,21,37,0.568,1,44.538,3,0,9,69,17,5,15,0.333,0,0,0.0,2103,1
24,103,1,26,38,0.684,2,85.526,264,367,3,0,2,21,18,5,14,0.357,2,2,1.0,2046,22,0,27,39,0.692,2,102.938,2,0,2,10,21,4,11,0.364,0,0,0.0,2039,0
18,106,0,24,38,0.632,2,92.873,268,374,2,0,7,67,17,2,12,0.167,3,4,0.75,1618,35,1,15,25,0.6,2,120.917,1,1,8,59,19,7,12,0.583,0,0,0.0,1982,0
28,120,0,25,34,0.735,1,94.608,264,384,2,1,7,74,18,5,13,0.385,0,0,0.0,1926,24,1,21,35,0.6,0,64.345,4,1,3,30,22,3,11,0.273,0,1,0.0,1674,1
24,67,0,21,29,0.724,3,141.739,293,360,3,1,8,70,14,6,14,0.429,3,3,1.0,1756,30,1,23,30,0.767,1,95.278,1,1,5,27,21,6,11,0.545,0,0,0.0,1844,0
31,198,2,23,33,0.697,1,92.109,256,454,2,1,4,33,24,3,10,0.3,1,3,0.333,1710,36,3,14,22,0.636,1,107.576,3,0,7,44,23,5,11,0.455,1,1,1.0,1890,0
25,121,1,33,44,0.75,5,145.265,437,558,2,0,6,47,33,8,11,0.727,0,0,0.0,2227,9,0,27,39,0.692,2,95.566,3,1,5,37,17,2,7,0.286,0,0,0.0,1373,1
33,131,2,20,41,0.488,0,47.612,242,373,2,0,5,37,26,5,16,0.312,1,3,0.333,2186,23,1,15,30,0.5,4,108.194,2,1,6,45,18,4,11,0.364,1,1,1.0,1414,0
37,143,1,13,21,0.619,1,93.155,109,252,2,1,8,70,19,6,13,0.462,0,0,0.0,1922,22,1,22,35,0.629,0,67.083,3,0,10,82,16,5,14,0.357,1,3,0.333,1678,1
35,230,3,23,32,0.719,2,122.526,301,531,1,1,7,77,25,4,12,0.333,1,3,0.333,2188,23,3,26,43,0.605,4,122.045,2,2,6,49,27,6,13,0.462,3,3,1.0,1412,0
27,94,1,22,31,0.71,1,104.099,210,304,2,4,6,62,20,3,10,0.3,0,0,0.0,1686,28,1,15,29,0.517,0,58.405,2,0,7,60,19,3,11,0.273,1,5,0.2,1914,1
39,201,1,23,33,0.697,3,118.75,314,515,2,2,8,58,26,8,14,0.571,1,2,0.5,1932,25,1,21,39,0.538,1,65.545,0,1,5,48,20,4,13,0.308,2,3,0.667,1668,1
28,121,1,15,26,0.577,3,139.103,315,436,0,0,10,103,20,5,11,0.455,0,0,0.0,1655,23,0,33,54,0.611,2,70.91,2,2,7,55,29,5,12,0.417,0,1,0.0,1945,1
26,123,1,25,35,0.714,2,128.512,390,513,2,1,5,45,29,5,10,0.5,1,1,1.0,1845,25,0,37,43,0.86,4,140.504,2,1,8,74,30,3,8,0.375,0,0,0.0,2031,0
31,102,2,34,42,0.81,2,102.083,297,399,0,0,7,120,27,7,13,0.538,0,1,0.0,2396,19,2,12,26,0.462,1,55.769,2,0,4,41,16,3,10,0.3,1,1,1.0,1204,1
19,84,1,25,41,0.61,1,93.445,312,396,2,1,8,54,21,3,12,0.25,2,3,0.667,1640,20,0,34,48,0.708,2,97.049,0,1,7,55,23,9,17,0.529,1,2,0.5,1960,1
36,198,1,33,48,0.688,3,112.587,373,571,0,4,11,98,26,7,16,0.438,0,0,0.0,2258,23,1,17,41,0.415,1,55.64,4,2,6,28,20,2,12,0.167,2,2,1.0,1594,1
26,140,1,16,27,0.593,1,75.231,137,277,4,1,7,54,21,4,11,0.364,1,2,0.5,1663,31,1,17,23,0.739,2,127.989,3,0,3,51,22,2,8,0.25,1,1,1.0,1937,0
36,142,0,20,30,0.667,4,121.944,256,398,2,1,4,31,20,8,15,0.533,2,2,1.0,2152,18,1,28,42,0.667,0,67.758,1,0,9,77,15,5,14,0.357,1,2,0.5,1448,1
26,174,2,11,20,0.55,2,127.708,214,388,2,0,2,10,15,3,10,0.3,1,1,1.0,1527,29,0,29,43,0.674,0,62.452,2,1,4,25,19,9,17,0.529,1,2,0.5,2073,1
19,94,0,24,39,0.615,1,70.673,182,276,0,1,6,44,15,7,14,0.5,0,0,0.0,1567,28,2,32,47,0.681,2,90.47,3,2,5,47,29,11,17,0.647,1,2,0.5,2033,0
18,60,1,29,51,0.569,0,44.73,201,261,4,2,5,27,21,4,15,0.267,2,4,0.5,1658,34,1,22,30,0.733,4,109.861,2,1,7,50,22,2,11,0.182,2,2,1.0,1942,0
12,26,0,22,39,0.564,1,67.788,182,208,2,0,4,35,14,3,12,0.25,1,4,0.25,1313,38,3,19,27,0.704,1,67.978,3,2,2,15,27,6,11,0.545,0,0,0.0,2287,0
37,144,0,20,30,0.667,4,129.028,208,352,2,4,5,45,24,8,15,0.533,1,1,1.0,2079,19,0,20,31,0.645,2,96.169,5,2,9,88,16,3,10,0.3,1,4,0.25,1521,1
31,122,0,36,51,0.706,3,108.701,445,567,0,2,12,115,32,3,13,0.231,2,4,0.5,2357,27,2,15,21,0.714,2,118.948,2,1,5,47,17,3,9,0.333,0,0,0.0,1611,1
23,112,0,35,49,0.714,3,84.906,309,421,5,1,6,53,25,5,14,0.357,1,3,0.333,2073,23,2,18,27,0.667,2,134.414,2,1,6,54,16,4,11,0.364,0,0,0.0,1527,0
27,144,1,23,32,0.719,1,99.609,165,309,5,3,6,45,18,3,12,0.25,0,0,0.0,1777,30,1,29,40,0.725,1,94.688,1,1,5,38,22,5,14,0.357,0,0,0.0,2253,0
23,82,0,35,47,0.745,3,107.846,335,417,3,1,8,60,28,7,13,0.538,0,1,0.0,1970,22,4,18,29,0.621,0,70.474,0,0,7,91,16,4,10,0.4,1,1,1.0,1630,0
14,41,0,23,33,0.697,2,91.351,182,223,2,0,2,15,15,5,11,0.455,1,1,1.0,1389,33,1,21,33,0.636,1,90.341,1,0,9,60,23,9,15,0.6,1,1,1.0,2211,0
22,72,1,25,40,0.625,2,95.417,325,397,1,1,3,29,21,6,13,0.462,0,0,0.0,1522,29,0,32,40,0.8,4,109.479,1,0,6,44,27,7,11,0.636,0,0,0.0,2078,1
17,56,0,19,39,0.487,0,47.489,117,173,6,0,7,37,11,2,15,0.133,2,4,0.5,1525,31,1,24,34,0.706,1,97.549,2,1,8,60,21,7,16,0.438,0,1,0.0,2075,0
24,111,2,23,38,0.605,3,113.487,409,520,1,1,1,5,19,4,13,0.308,1,2,0.5,1691,24,1,20,42,0.476,1,79.067,5,1,5,46,20,5,16,0.312,1,4,0.25,1909,1
29,195,0,25,37,0.676,1,86.318,235,430,4,4,4,50,25,4,11,0.364,1,4,0.25,1974,15,0,27,35,0.771,3,127.56,3,2,4,36,19,6,12,0.5,1,1,1.0,1626,0
35,103,1,22,28,0.786,2,116.518,266,369,1,0,6,31,24,8,12,0.667,0,0,0.0,2181,13,0,31,51,0.608,0,68.096,4,3,9,77,22,4,11,0.364,2,3,0.667,1419,1
32,148,4,28,41,0.683,3,125.152,403,551,1,0,6,95,32,7,12,0.583,1,1,1.0,1932,17,1,26,42,0.619,1,66.865,2,1,5,29,18,7,13,0.538,0,2,0.0,1668,1
28,137,0,23,37,0.622,1,72.466,278,415,2,0,8,77,19,6,15,0.4,2,3,0.667,1960,19,0,28,41,0.683,3,117.327,1,0,4,35,22,9,13,0.692,0,1,0.0,1640,0
29,119,2,31,34,0.912,2,113.603,323,442,0,0,7,65,23,3,9,0.333,1,1,1.0,1951,32,1,18,34,0.529,2,94.73,2,3,4,37,22,6,13,0.462,2,3,0.667,1649,1
29,143,0,22,32,0.688,0,44.271,168,311,4,4,4,32,17,2,11,0.182,0,1,0.0,1735,31,1,22,39,0.564,4,107.425,0,2,1,10,28,4,12,0.333,1,2,0.5,1865,0
37,172,1,20,28,0.714,3,121.28,225,397,4,1,7,54,24,6,12,0.5,1,1,1.0,2043,15,0,23,32,0.719,0,79.557,2,1,8,80,8,2,13,0.154,0,2,0.0,1557,1
24,111,1,16,27,0.593,1,60.88,169,280,2,3,7,122,13,1,11,0.091,0,0,0.0,1564,33,2,17,26,0.654,2,106.25,1,4,6,45,17,6,14,0.429,1,1,1.0,2036,0
28,90,0,12,22,0.545,1,94.318,129,219,5,0,6,53,14,3,12,0.25,0,1,0.0,1631,31,0,19,35,0.543,1,83.274,2,2,7,90,21,2,13,0.154,2,2,1.0,1969,0
34,151,1,22,37,0.595,2,90.372,184,335,1,2,7,60,24,6,14,0.429,2,4,0.5,2255,20,3,22,33,0.667,0,66.982,2,2,7,59,22,4,10,0.4,2,2,1.0,1345,1
47,203,1,13,25,0.52,0,66.917,129,332,0,1,8,76,21,10,17,0.588,0,0,0.0,2123,20,0,20,27,0.741,1,67.824,3,1,3,15,17,3,10,0.3,1,1,1.0,1477,1
23,102,1,29,43,0.674,2,97.917,249,351,0,1,9,80,24,6,13,0.462,0,1,0.0,1847,23,1,21,39,0.538,0,58.173,2,2,9,58,16,4,14,0.286,1,1,1.0,1753,1
36,176,1,19,27,0.704,1,84.645,148,324,4,3,4,30,22,8,15,0.533,1,1,1.0,2209,26,3,17,28,0.607,0,100.595,0,0,7,55,21,4,10,0.4,1,1,1.0,1391,0
16,41,1,22,35,0.629,3,107.44,277,318,3,1,5,51,18,4,10,0.4,0,1,0.0,1419,27,1,39,49,0.796,3,105.952,2,1,8,46,32,6,11,0.545,0,0,0.0,2181,0
23,96,1,20,31,0.645,0,86.089,210,306,4,1,5,30,19,3,10,0.3,0,2,0.0,1695,32,1,22,35,0.629,1,95.655,2,1,8,65,21,4,13,0.308,2,4,0.5,1905,0
20,83,1,27,51,0.529,3,68.342,224,307,1,2,9,75,24,7,16,0.438,2,3,0.667,1858,31,0,23,34,0.676,3,95.833,3,1,11,161,18,8,17,0.471,2,2,1.0,2099,0
18,57,1,25,34,0.735,0,90.564,171,228,6,3,8,50,15,5,14,0.357,2,5,0.4,1500,46,4,11,16,0.688,0,89.062,0,0,2,15,27,5,10,0.5,0,0,0.0,2100,0
14,44,1,29,39,0.744,2,103.579,279,323,5,2,6,38,18,4,12,0.333,0,0,0.0,1585,31,2,22,34,0.647,3,123.407,1,0,3,20,26,4,11,0.364,0,1,0.0,2015,0
25,69,1,20,24,0.833,2,128.299,160,229,3,0,5,40,17,3,10,0.3,1,1,1.0,1711,19,0,32,54,0.593,1,68.287,1,0,12,93,20,5,14,0.357,1,4,0.25,1889,1
20,163,1,18,35,0.514,2,66.726,206,369,3,0,5,40,17,4,12,0.333,1,1,1.0,1476,39,1,18,35,0.514,0,70.774,1,1,4,30,21,9,19,0.474,0,1,0.0,2124,0
32,152,1,22,39,0.564,2,89.156,209,361,1,1,2,10,26,5,14,0.357,2,3,0.667,1996,14,0,28,41,0.683,4,109.299,3,1,11,99,16,8,13,0.615,0,1,0.0,1604,1
21,83,1,19,26,0.731,1,109.936,190,273,4,1,4,35,17,7,13,0.538,0,0,0.0,1690,24,0,24,39,0.615,1,69.391,5,2,4,29,21,5,14,0.357,1,5,0.2,1910,1
24,101,0,23,36,0.639,1,85.88,177,278,1,1,7,57,17,1,13,0.077,1,2,0.5,1648,24,0,25,41,0.61,2,95.579,3,2,11,96,23,7,14,0.5,0,0,0.0,1952,0
20,72,0,23,33,0.697,2,98.169,228,300,3,2,10,88,18,4,12,0.333,1,2,0.5,1522,27,1,29,48,0.604,1,74.566,2,2,12,103,29,5,12,0.417,0,0,0.0,2078,0
30,260,3,22,30,0.733,3,134.306,272,532,1,2,2,22,28,5,10,0.5,1,2,0.5,1827,21,0,34,52,0.654,4,107.212,2,1,7,43,30,8,14,0.571,1,1,1.0,1773,1
25,109,1,27,43,0.628,2,97.238,267,376,1,1,10,74,26,3,10,0.3,0,1,0.0,1941,25,1,23,30,0.767,2,135.833,2,2,6,76,18,5,13,0.385,0,1,0.0,1659,0
14,72,0,31,47,0.66,0,62.722,229,301,4,2,12,118,17,6,15,0.4,0,1,0.0,1838,27,0,17,28,0.607,0,75.149,2,1,8,54,16,2,13,0.154,2,2,1.0,1762,0
41,190,2,19,28,0.679,1,107.589,217,407,4,0,5,37,23,8,15,0.533,0,0,0.0,2472,16,0,19,39,0.487,2,73.878,2,2,5,38,14,5,13,0.385,0,4,0.0,1128,1
24,131,1,17,28,0.607,2,104.315,187,318,0,0,8,107,13,5,14,0.357,2,2,1.0,1420,45,1,27,41,0.659,3,88.059,3,0,8,61,36,6,15,0.4,3,3,1.0,2764,0
39,151,1,12,18,0.667,1,85.185,122,273,2,3,6,35,17,6,14,0.429,1,1,1.0,1949,23,0,16,33,0.485,0,26.326,1,2,10,83,13,3,11,0.273,0,1,0.0,1651,1
23,85,2,29,42,0.69,0,68.353,263,348,5,4,4,31,25,3,11,0.273,0,2,0.0,2122,23,2,14,21,0.667,2,132.639,2,2,10,84,14,3,9,0.333,0,0,0.0,1478,0
