team1_rush_att,team1_rush_yds,team1_rush_tds,team1_pass_cmp,team1_pass_att,team1_pass_cmp_pct,team1_pass_yds,team1_pass_tds,team1_pass_int,team1_passer_rating,team1_net_pass_yds,team1_total_yds,team1_times_sacked,team1_yds_sacked_for,team1_fumbles,team1_fumbles_lost,team1_turnovers,team1_penalties,team1_penalty_yds,team1_first_downs,team1_third_down_conv,team1_third_down_att,team1_third_down_conv_pct,team1_fourth_down_conv,team1_fourth_down_att,team1_fourth_down_conv_pct,team1_time_of_possession,team2_rush_att,team2_rush_yds,team2_rush_tds,team2_pass_cmp,team2_pass_att,team2_pass_cmp_pct,team2_pass_yds,team2_pass_tds,team2_pass_int,team2_passer_rating,team2_net_pass_yds,team2_total_yds,team2_times_sacked,team2_yds_sacked_for,team2_fumbles,team2_fumbles_lost,team2_turnovers,team2_penalties,team2_penalty_yds,team2_first_downs,team2_third_down_conv,team2_third_down_att,team2_third_down_conv_pct,team2_fourth_down_conv,team2_fourth_down_att,team2_fourth_down_conv_pct,team2_time_of_possession,team1_win
32,170,3,19,34,0.5588235294117647,227,0,0,76.471,219,389,1,8,1,0,0,5,51,25,5,13,0.385,1,1,1.0,1860,15,65,1,31,41,0.7560975609756098,255,1,0,99.136,234,299,3,21,2,2,2,6,67,22,5,10,0.5,0,0,0.0,1740,1
21,76,0,23,37,0.6216216216216216,298,2,2,82.939,288,364,1,10,2,0,2,4,29,22,5,12,0.417,0,0,0.0,1654,27,126,0,25,39,0.6410256410256411,250,3,1,97.169,242,368,1,8,1,0,1,5,49,21,4,14,0.286,1,1,1.0,1946,0
11,19,0,27,47,0.574468085106383,274,1,1,72.473,265,284,1,9,1,1,2,5,40,14,2,12,0.167,0,1,0.0,1497,30,96,0,28,42,0.6666666666666666,363,2,0,109.524,355,451,2,8,1,1,1,7,50,24,8,17,0.471,1,1,1.0,2103,0
22,159,2,21,33,0.6363636363636364,245,0,1,73.422,226,385,4,19,0,0,1,3,25,21,2,11,0.182,2,3,0.667,1498,26,142,2,28,45,0.6222222222222222,304,1,0,89.491,304,446,1,0,1,0,0,10,93,22,7,15,0.467,2,2,1.0,2102,0
21,84,0,38,59,0.6440677966101694,365,3,2,84.357,355,439,1,10,1,1,3,4,35,26,7,15,0.467,2,3,0.667,1946,23,97,2,34,44,0.7727272727272727,341,3,2,102.557,341,438,0,0,0,0,2,7,50,26,5,10,0.5,0,0,0.0,1654,0
31,118,0,21,35,0.6,237,2,2,75.536,232,350,1,5,1,0,2,4,22,21,4,13,0.308,1,1,1.0,2127,16,50,0,23,37,0.6216216216216216,383,3,2,101.52,382,432,1,1,2,1,3,8,62,18,0,7,0.0,1,2,0.5,1473,1
29,131,2,19,29,0.6551724137931034,250,3,1,112.716,250,381,0,0,1,0,1,7,58,22,9,12,0.75,0,0,0.0,1748,19,62,1,31,45,0.6888888888888889,305,1,0,95.139,262,324,6,43,1,1,1,7,75,22,6,14,0.429,1,3,0.333,1852,1
43,144,1,10,20,0.5,82,0,1,40.0,79,223,1,3,0,0,1,4,30,18,4,13,0.308,2,3,0.667,2029,25,100,0,14,26,0.5384615384615384,129,0,1,51.603,121,221,2,8,3,2,3,5,40,15,6,12,0.5,0,0,0.0,1571,1
26,103,0,20,30,0.6666666666666666,248,1,1,89.306,229,332,2,19,0,0,1,6,47,17,2,11,0.182,0,0,0.0,1835,22,128,0,20,35,0.5714285714285714,185,1,2,57.44,169,297,3,16,1,1,3,9,85,17,4,13,0.308,1,1,1.0,1765,1
28,112,0,25,43,0.5813953488372093,342,1,1,81.734,304,416,5,38,1,0,1,10,66,20,6,19,0.316,0,1,0.0,2176,25,116,0,29,57,0.5087719298245614,298,0,1,58.955,294,410,2,4,2,1,2,4,41,25,4,16,0.25,1,1,1.0,2022,1
17,92,0,35,51,0.6862745098039216,377,2,1,94.975,344,436,4,33,2,0,1,6,45,26,4,14,0.286,0,1,0.0,1866,38,323,1,10,22,0.45454545454545453,198,3,1,98.106,189,512,1,9,1,1,2,4,33,18,6,13,0.462,0,0,0.0,1734,0
20,98,0,32,52,0.6153846153846154,442,3,0,108.013,423,521,4,19,3,3,3,12,112,30,3,10,0.3,2,2,1.0,2000,28,94,2,14,26,0.5384615384615384,183,2,0,101.923,170,264,3,13,0,0,0,8,71,18,5,13,0.385,0,0,0.0,1600,0
17,101,1,33,61,0.5409836065573771,430,1,4,54.679,401,502,5,29,1,1,5,5,45,29,7,16,0.438,3,5,0.6,1637,30,126,2,22,38,0.5789473684210527,313,0,2,62.719,298,424,1,15,0,0,2,11,105,26,4,12,0.333,0,0,0.0,1963,0
13,41,0,24,33,0.7272727272727273,268,1,1,94.003,248,289,3,20,1,1,2,7,55,14,4,11,0.364,1,1,1.0,1520,31,79,1,22,27,0.8148148148148148,339,2,0,143.441,333,412,1,6,0,0,0,9,82,19,7,13,0.538,0,0,0.0,2080,0
23,56,2,10,25,0.4,170,1,0,77.083,164,220,1,6,1,0,0,5,46,10,2,12,0.167,0,0,0.0,1188,34,147,1,34,54,0.6296296296296297,349,2,2,78.395,300,447,4,49,4,3,5,9,65,33,10,17,0.588,1,2,0.5,2412,1
23,77,0,30,37,0.8108108108108109,301,1,0,109.572,298,375,1,3,2,1,1,4,23,19,4,11,0.364,0,0,0.0,1967,17,81,0,24,35,0.6857142857142857,311,2,0,115.298,283,364,3,28,2,2,2,8,52,21,2,9,0.222,1,1,1.0,1633,1
32,190,1,13,21,0.6190476190476191,198,3,0,132.54,183,373,2,15,0,0,0,7,50,20,7,12,0.583,0,0,0.0,1830,30,155,3,23,32,0.71875,321,1,2,88.151,313,468,1,8,2,0,2,7,45,30,3,9,0.333,1,1,1.0,1770,0
29,98,0,18,29,0.6206896551724138,208,1,2,66.451,194,292,2,14,0,0,2,7,72,14,4,14,0.286,1,1,1.0,1892,31,88,0,33,44,0.75,375,1,1,98.201,374,462,1,1,2,1,2,5,25,25,5,15,0.333,0,1,0.0,2198,0
18,39,2,23,39,0.5897435897435898,275,0,1,69.925,244,283,3,31,1,1,2,6,38,18,4,13,0.308,2,4,0.5,1603,32,98,3,26,29,0.896551724137931,363,3,0,153.233,349,447,2,14,2,1,1,4,45,27,5,9,0.556,0,0,0.0,1997,0
31,108,1,26,36,0.7222222222222222,278,3,0,122.222,271,379,1,7,3,0,0,4,25,23,9,16,0.562,0,0,0.0,1950,17,147,1,24,43,0.5581395348837209,281,0,1,66.134,254,401,4,27,2,0,1,5,61,17,4,14,0.286,0,1,0.0,1650,1
28,132,0,21,36,0.5833333333333334,163,2,0,88.079,156,288,3,7,1,0,0,5,43,18,7,16,0.438,1,2,0.5,2124,18,81,0,27,40,0.675,275,2,1,93.229,269,350,1,6,3,2,3,8,55,22,3,9,0.333,0,1,0.0,1476,1
31,164,1,22,31,0.7096774193548387,316,3,1,122.513,303,467,2,13,2,2,3,6,58,23,8,12,0.667,0,1,0.0,2005,31,161,0,28,44,0.6363636363636364,380,3,2,94.886,380,541,0,0,1,1,3,7,67,23,8,17,0.471,0,0,0.0,2195,0
20,121,0,30,41,0.7317073170731707,395,4,2,115.396,389,510,2,6,3,0,2,4,20,30,5,8,0.625,0,0,0.0,1701,22,70,1,31,41,0.7560975609756098,355,3,0,125.559,347,417,1,8,2,0,0,5,30,26,8,13,0.615,0,0,0.0,1899,0
27,100,0,16,29,0.5517241379310345,145,1,2,51.652,129,229,2,16,2,1,3,12,104,12,6,15,0.4,0,0,0.0,1980,24,74,0,15,26,0.5769230769230769,177,1,2,59.295,142,216,7,35,3,1,3,6,50,15,3,13,0.231,0,0,0.0,1620,0
13,62,1,26,42,0.6190476190476191,229,2,0,92.262,213,275,3,16,0,0,0,6,30,19,6,12,0.5,0,0,0.0,1504,21,112,2,32,46,0.6956521739130435,369,1,0,100.725,369,481,0,0,1,0,0,9,69,26,8,14,0.571,0,0,0.0,2096,0
21,103,0,22,46,0.4782608695652174,238,1,2,52.627,214,317,5,24,1,0,2,6,53,18,6,16,0.375,1,3,0.333,1703,36,246,3,12,21,0.5714285714285714,215,2,1,104.266,203,449,1,12,2,0,1,10,72,24,1,9,0.111,0,0,0.0,1897,0
23,127,0,23,43,0.5348837209302325,301,4,3,77.762,301,428,0,0,1,1,4,8,66,24,5,12,0.417,0,1,0.0,1378,36,107,0,24,30,0.8,280,2,1,113.889,267,374,2,13,3,1,2,7,49,18,6,15,0.4,0,0,0.0,2222,0
32,195,2,24,34,0.7058823529411765,233,1,1,87.01,216,411,4,17,1,1,2,9,52,20,5,14,0.357,0,1,0.0,2062,20,60,1,21,31,0.6774193548387096,240,0,1,77.352,208,268,4,32,1,1,2,5,30,16,0,10,0.0,0,2,0.0,1538,1
37,155,0,17,23,0.7391304347826086,222,3,1,125.362,214,369,1,8,1,0,1,8,64,19,9,13,0.692,0,0,0.0,1886,19,79,0,23,31,0.7419354838709677,142,0,0,82.997,106,185,6,36,3,2,2,5,38,15,4,12,0.333,0,1,0.0,1714,1
17,60,0,25,41,0.6097560975609756,322,2,1,91.717,297,357,2,25,1,0,1,6,61,23,3,10,0.3,0,1,0.0,1490,39,270,2,14,28,0.5,201,0,1,58.78,174,444,5,27,0,0,1,10,81,24,8,17,0.471,1,1,1.0,2110,0
42,206,2,17,27,0.6296296296296297,183,2,0,107.485,172,378,3,11,2,0,0,3,25,23,7,17,0.412,2,2,1.0,2330,18,65,0,15,26,0.5769230769230769,149,1,1,70.833,139,204,3,10,1,1,2,4,30,10,4,11,0.364,0,1,0.0,1270,1
14,55,0,10,15,0.6666666666666666,117,0,0,90.139,51,106,11,66,1,0,0,4,35,7,1,10,0.1,0,0,0.0,1346,35,123,2,25,37,0.6756756756756757,238,1,1,82.939,238,361,0,0,0,0,1,10,70,23,12,17,0.706,1,1,1.0,2254,0
38,173,3,24,35,0.6857142857142857,340,1,0,109.226,327,500,2,13,2,1,1,0,0,31,7,13,0.538,0,1,0.0,2169,17,94,0,23,36,0.6388888888888888,352,4,2,109.954,352,446,0,0,0,0,2,5,58,18,4,10,0.4,1,1,1.0,1431,1
21,116,1,25,46,0.5434782608695652,425,2,0,100.362,405,521,3,20,0,0,0,6,54,26,4,13,0.308,1,2,0.5,1868,30,174,1,16,23,0.6956521739130435,245,2,1,115.308,227,401,2,18,2,2,3,2,10,18,2,9,0.222,0,0,0.0,1732,1
31,131,2,15,22,0.6818181818181818,189,2,1,106.061,178,309,2,11,0,0,1,5,50,15,5,13,0.385,0,0,0.0,1849,21,69,0,21,39,0.5384615384615384,194,1,3,44.177,154,223,6,40,3,2,5,7,45,14,4,14,0.286,0,1,0.0,1751,1
16,47,0,19,26,0.7307692307692307,306,2,0,137.66,297,344,2,9,0,0,0,4,31,14,4,9,0.444,0,0,0.0,1477,33,164,1,24,32,0.75,237,1,1,92.839,226,390,2,11,0,0,1,4,32,23,9,15,0.6,1,1,1.0,2123,1
